spu,sku,pid,pname,price
11889299847,31512956005,31512956005,"['华为（HUAWEI） 畅享8e 移动联通电信全网通4G 全面屏智能', ' 双卡双待 蓝色 (3G RAM+32G ROM)']",['799.00']
12721446627,42405650352,42405650352,"['【立减300！三期免息 豪礼套装】三星 Galaxy S10+ 骁龙855 液冷游戏', ' 屏下指纹 炭晶黑 全网通（8G+128G）送无线充电器+3期免息']",['6999.60']
100005787920,100005787920,100005787920,"['中兴/ZTE K2 老人', ' 移动/联通 双卡双待 按键直板 老年学生备用功能机 红色 兴易每']",['178.00']
10856916899,18022453710,18022453710,"['纽曼（Newman） L66 移动/联通2G 老人', ' 红色']",['59.00']
11637880047,28209064806,28209064804,"['康佳（KONKA） U11 翻盖老年人', ' 移动 双卡双待', ' 曜石黑']",['149.00']
12764776432,43298664168,42903616057,"['华为nova4e', '3i【6期免息0首付】【送京东官方碎屏险】 雀翎蓝 全网通(6GB+128GB)6期免息0首付']",['1999.00']
11772658825,29922024374,29922024374,"['已降300！OPPO A5', '【3G版到手799元起4G版仅1199+碎屏险】美颜拍照大屏双摄全网通 A5 幻镜粉(4G+64G)']",['1199.00']
12670397036,41844596592,41844596592,"['华为（HUAWEI） 畅享8e 青春版 双卡双待', ' 金色 全网通(2G+32G)']",['578.00']
12111688866,34658915936,34658915935,"['华为（HUAWEI） 华为mate20x ', ' 宝石蓝（12期免息0首付） 全网通(8G+256G)']",['5499.00']
100003885944,100001984190,100003885944,"['飞利浦（PHILIPS）E107 移动联通 老人', ' 老年功能机深海蓝']",['99.00']
11562431631,27333296017,27333296014,"['创星 (ATMAN)r11卡片', '智能超薄迷你小', '超小儿童学生迷你袖珍触摸atman', ' 黑色']",['198.00']
13093849940,48705617076,48218217284,"['华为荣耀20', 'v【荣耀直供20天价保】20pro即将到来敬请期待 幻夜黑 8+256G至尊版【115耳机+6期免息】']",['2999.10']
12766125398,42913369797,42913369797,"['vivo U1【套装】水滴全面屏 双卡双待 4G全网通 智能', ' 极光色【耳机套装】 3GB  32GB']",['899.00']
11968995287,39731397408,32594225162,"['华为（HUAWEI）营销', '  荣耀9i智能微商专用和驰营销', ' 双卡4G+128G 魅海蓝 分12个月返还+1000元服务费']",['5680.00']
12265299991,37299150746,36993102143,"['华为（HUAWEI） 荣耀10青春版 全面屏 ', '【荣耀直供】 幻夜黑 全网通版（6GB+128GB）+碎屏险']",['1535.00']
12918109317,45264307545,45264307534,"['华为（HUAWEI） 华为畅享9 Plus 智能', ' 幻夜黑 全网通 6+128GB']",['1799.00']
11414376463,25715541562,25715541562,"['纽曼（Newman） F9 移动/联通/电信4G 翻盖老人', ' 男 女 全网通 老年', ' 移动版 玫瑰金']",['178.00']
12111688866,34658915936,34658915935,"['华为（HUAWEI） 华为mate20x ', ' 宝石蓝（12期免息0首付） 全网通(8G+256G)']",['5499.00']
100003885944,100001984190,100003885944,"['飞利浦（PHILIPS）E107 移动联通 老人', ' 老年功能机深海蓝']",['99.00']
11562431631,27333296017,27333296014,"['创星 (ATMAN)r11卡片', '智能超薄迷你小', '超小儿童学生迷你袖珍触摸atman', ' 黑色']",['198.00']
13093849940,48705617076,48218217284,"['华为荣耀20', 'v【荣耀直供20天价保】20pro即将到来敬请期待 幻夜黑 8+256G至尊版【115耳机+6期免息】']",['2999.10']
12766125398,42913369797,42913369797,"['vivo U1【套装】水滴全面屏 双卡双待 4G全网通 智能', ' 极光色【耳机套装】 3GB  32GB']",['899.00']
11968995287,39731397408,32594225162,"['华为（HUAWEI）营销', '  荣耀9i智能微商专用和驰营销', ' 双卡4G+128G 魅海蓝 分12个月返还+1000元服务费']",['5680.00']
12265299991,37299150746,36993102143,"['华为（HUAWEI） 荣耀10青春版 全面屏 ', '【荣耀直供】 幻夜黑 全网通版（6GB+128GB）+碎屏险']",['1535.00']
12918109317,45264307545,45264307534,"['华为（HUAWEI） 华为畅享9 Plus 智能', ' 幻夜黑 全网通 6+128GB']",['1799.00']
11414376463,25715541562,25715541562,"['纽曼（Newman） F9 移动/联通/电信4G 翻盖老人', ' 男 女 全网通 老年', ' 移动版 玫瑰金']",['178.00']
10412121421,12834488619,12834488618,"['海尔（Haier） M360 老人', ' 移动联通 双卡双待  老年机 红色 老年版']",['195.00']
11772656039,29922005318,29922005316,"['OPPO A5 面部识别', ' 【限时已降300】 全网通 幻镜粉 4G+64G 双卡双待']",['1199.00']
11705321676,29202012114,28998391694,"['小米（MI） 红米6 ', ' 铂银灰 3G+32G全网通']",['658.00']
10205188505,11217707490,11217707490,"['YHYON H998老人', '(读姓名) 移动老年', ' 女 备用功能机 黑色  老年版']",['139.00']
12906456353,45382691303,45067411696,"['华为荣耀20i ', '（15天价保享10重好礼） 渐变蓝 【3期免息+碎屏险】全网通(4GB+128GB)']",['1599.80']
10336199947,12175479890,12175479889,"['华为（HUAWEI） 华为 畅享7Plus 全网通4G 移动联通电信4G双卡双待智能', ' 香槟金 (4G RAM+64G ROM)']",['1099.00']
12747537497,42706640354,42706640354,"['飞利浦（PHILIPS）E289 全网通4G 智能老人', ' 移动联通电信4G 长待机 直板按键 星空灰']",['389.00']
11667147678,30535274961,30029685946,"['华为（HUAWEI） 华为畅享8e青春版', ' 金色 全网通（2GB+32GB）']",['595.00']
11921554259,31942713664,31942713664,"['华为（HUAWEI） 荣耀8x', ' 2000万AI双摄  双卡双待', '【秒杀直降！荣耀直供】 幻夜黑 全网通 6G+128G']",['1699.00']
13137925314,48940510985,48940510985,"['华为麦芒8 ', '【7天价保】 黑色 全网通6G+128G']",['1899.80']
12379294195,38373056583,38373056582,"['【下单立减100元！】OPPO K1墨玉黑 屏下指纹解锁 6.4英寸水滴全面屏', ' 6+64G']",['1399.00']
11439610776,27276296995,25951859560,"['华为畅享8e ', ' 蓝色 全网通 3G+32G']",['722.00']
11834460315,44470268942,44470268941,"['酷派（Coolpad）7C移动联通电信4G全网通', ' 全面屏双卡双待老人智能', ' 大字体大音量 5g 冰珀蓝3G+32G']",['499.00']
10868618520,18551348484,18551348481,"['华为（HUAWEI） Mate10全网通智能', ' 摩卡金 全网通（6G+128G）赠荣耀原装耳机']",['2788.00']
12778887847,43303159314,43303159311,"['【12期免息送原装耳机+数据线】华为（HUAWEI）华为nova4e 全网通', ' 雀翎蓝 6+128G送原装耳机+数据线+碎屏险+12期免息']",['1999.00']
11081820744,41041424918,41041424916,"['小米（MI） 红米Note7 全网通4G 双卡双待 拍照游戏', ' 亮黑色 4GB+64GB']",['1199.00']
11862176398,31171336506,31171336505,"['华为（HUAWEI） 荣耀4A 全网通4G', '双卡双待 白色 全网通4G版']",['439.00']
11388039526,32943442167,25420123167,"['Apple 苹果 iPhone Xr ', ' 红色 全网通 128G']",['5347.00']
13159872004,49303192431,49303192430,"['华为（HUAWEI）荣耀 畅玩7 移动联通电信4G全网通 智能老人', ' 双卡双待 蓝色']",['498.00']
100001768473,100001768473,100001768473,"['飞利浦（PHILIPS） E331K 炫酷红 直板 按键 老年', ' 移动联通2G 双卡双待 老人', ' 学生备用功能机']",['189.00']
10362474043,41698142727,41698142727,"['小米（MI） 小米9透明版 ', ' 黑色 全网通8GB+256GB']",['3439.00']
13159872004,49303192431,49303192430,"['华为（HUAWEI）荣耀 畅玩7 移动联通电信4G全网通 智能老人', ' 双卡双待 蓝色']",['498.00']
100001768473,100001768473,100001768473,"['飞利浦（PHILIPS） E331K 炫酷红 直板 按键 老年', ' 移动联通2G 双卡双待 老人', ' 学生备用功能机']",['189.00']
10362474043,41698142727,41698142727,"['小米（MI） 小米9透明版 ', ' 黑色 全网通8GB+256GB']",['3439.00']
13047726100,47450954615,47450954615,"['诺基亚（NOKIA）新106 小', ' 老人老', ' 直板大按键大音量 非智能双卡双待 105经典款按键 深灰色 双卡双待']",['155.00']
11778928803,30008109542,30008109542,"['Apple iPhone 8 Plus 移动联通电信4G 苹果', ' 金色 64G']",['4588.00']
6513803,6513803,6513803,"['飞利浦（PHILIPS）E209J 直板按键 移动联通 老人', ' 老年功能机 绚丽红']",['168.00']
11563953439,27350170234,27350170234,"['魅族（MEIZU） 魅族M15 游戏', ' 曜岩黑 全网通（4+64G）']",['899.00']
12587594944,49011315449,49011315449,['华为（HUAWEI） 畅享8e  3G+32GB全网通 移动联通电信4G 全面屏智能老人 双卡双待 蓝色 全网通3G+32G'],['699.00']
10660512598,15652374616,15652374614,"['长虹（CHANGHONG） L3 老人', ' 移动/联通2G 老年机 双卡双待 酒红']",['168.00']
12934160100,45557537553,45557537552,"['华为（HUAWEI） 华为畅享9 ', ' 移动4G+ 极光蓝 全网通(4G 64G)移动全网通版']",['1199.00']
11629699839,31866501710,28113547373,"['小米（MI） 红米6A 双卡双待 智能老人老年全面屏', ' 樱花粉 全网通 3GB+32GB']",['618.00']
11737079795,29445947661,29445947661,"['纽曼（Newman） V98 老人', ' 全网通移动联通电信 三防老年机 三卡三待 军工电霸超长待机 橙色']",['299.00']
10800558651,17250543584,17250543583,"['华为（HUAWEI） 畅享7 移动4G+全网通 双卡双待 智能老人', ' 香槟金 (3G RAM+32G ROM)']",['788.00']
11052434969,26637071504,20675406136,"['小米（MI） 小米mix2S ', ' 黑色 8GB+256GB']",['2358.00']
11952198090,32356925465,32356925464,"['【直降至899元】OPPO A5 超视野全面屏拍照', ' 3G+64G版 幻镜粉']",['899.00']
11699749114,28930051513,28930051513,"['长虹（CHANGHONG） S09炫舞 智能老人', ' 移动/联通双4G 16+1 老人机 双卡双待 香槟金']",['299.00']
10097037737,12575469042,10448830212,"['AGM A1Q 全网通4G三防智能', '超长待机移动联通电信 双卡双待 橡胶黑 4G+64G']",['1199.00']
4270027,4270027,4270027,"['天语（K-TOUCH）T2 白色 移动联通2G 老人', ' 直板按键 双卡双待 老年']",['89.00']
13131739216,31329685770,31329685770,"['360 N7 Lite ', ' 全网通 幻影黑 4GB+32GB']",['988.00']
12107657158,48836402986,48836402986,"['小米 红米Redmi 7A 智能老人', ' 磨砂黑 2GB+16GB']",['599.01']
12009821905,48705289472,36038865333,"['智能迷你', ' 全网通4G 双卡双待 移动联通电信 卡片', ' 触屏超薄超小mini袖珍 学生儿童小', ' 黑色 全网通4G']",['489.00']
11490118099,34746471352,33155679178,"['多亲（QIN） Qin 1s AI功能电话智能电信volte老人', '双卡双待 移动联通4G', ' 小爱 铁灰色']",['369.00']
11468154053,26664474957,26510592706,"['华为（HUAWEI） 华为P20 Pro', ' 全面屏徕卡三摄 全网通4G 亮黑色 6GB +128GB 高配']",['3399.00']
12778909769,26258743639,26258743637,"['纽曼（Newman） F9C 电信老年', ' 翻盖老人', ' 男 女 电信版老人机 老年机 宝石蓝']",['228.00']
4901275,43071641472,43071641472,"['华为nova4e', '【领券立减白条免息享5重豪礼】 雀翎蓝 全网通（6+128G）（6期免息0首付）']",['1999.10']
12213214600,4901275,4901275,"['飞利浦（PHILIPS） E321 钢琴黑 国际品牌 时尚翻盖双屏 移动联通2G 双卡双待 老人', ' 学生备用功能机']",['349.00']
12065133476,36180825435,36180825435,"['飞利浦（PHILIPS） E256S 翻盖老人', ' 移动联通 老年机 双卡双待 红色']",['299.00']
12984346837,34596857485,33976887992,"['华为（HUAWEI） 畅享9plus ', '全网通 幻夜黑 4G+128G 高配版']",['1499.00']
12017354431,46998625659,46998625657,"['OPPO A9【赠原装耳机+碎屏险】 新品', ' 全面屏 千元旗舰 大电量 长续航 萤石紫 4G+128G']",['1399.00']
12009821905,34746471352,33155679178,"['多亲（QIN） Qin 1s AI功能电话智能电信volte老人', '双卡双待 移动联通4G', ' 小爱 铁灰色']",['369.00']
11490118099,26664474957,26510592706,"['华为（HUAWEI） 华为P20 Pro', ' 全面屏徕卡三摄 全网通4G 亮黑色 6GB +128GB 高配']",['3399.00']
11468154053,26258743639,26258743637,"['纽曼（Newman） F9C 电信老年', ' 翻盖老人', ' 男 女 电信版老人机 老年机 宝石蓝']",['228.00']
12778909769,43071641472,43071641472,"['华为nova4e', '【领券立减白条免息享5重豪礼】 雀翎蓝 全网通（6+128G）（6期免息0首付）']",['1999.10']
4901275,4901275,4901275,"['飞利浦（PHILIPS） E321 钢琴黑 国际品牌 时尚翻盖双屏 移动联通2G 双卡双待 老人', ' 学生备用功能机']",['349.00']
12213214600,36180825435,36180825435,"['飞利浦（PHILIPS） E256S 翻盖老人', ' 移动联通 老年机 双卡双待 红色']",['299.00']
12065133476,34596857485,33976887992,"['华为（HUAWEI） 畅享9plus ', '全网通 幻夜黑 4G+128G 高配版']",['1499.00']
12984346837,46998625659,46998625657,"['OPPO A9【赠原装耳机+碎屏险】 新品', ' 全面屏 千元旗舰 大电量 长续航 萤石紫 4G+128G']",['1399.00']
12017354431,33264753699,33264753693,"['华为（HUAWEI） nova 3e 全面屏', ' 幻夜黑 全网通 4G+64GB']",['1268.00']
11479592142,26401034999,26401034999,"['华为（HUAWEI）nova3e 全网通4G 智能', ' 幻夜黑 全网通4G+64G']",['1299.00']
12649355670,42957765902,41536938607,"['魅族Note9 ', ' 幻黑 全网通6G+64G']",['1258.00']
6598139,6419500,6598139,"['飞利浦（PHILIPS）E186A 香槟金 老人', '移动联通2G直板按键学生双卡双待老年功能机']",['169.00']
12974632467,46215421650,46215421650,"['vivo【新品上市】S1 4+128GB 超广角后置三摄拍照', ' 全网通4G智能', ' 冰湖蓝 4GB 128GB']",['1898.00']
10580810226,16877686174,16877686172,"['Apple 苹果  iPhone8 全网通4G智能', ' 金色 全网通64G']",['3688.00']
100001412153,100001412153,100001412153,"['飞利浦（PHILIPS） E316 典雅黑 大屏超长待机 直板按键 移动联通2G 双卡双待 老人', ' 学生备用功能机']",['238.00']
11815096395,30541887693,30541887691,"['纽曼NewmanF188移动联通电信翻盖老人', ' 黑色移动版']",['138.00']
11504715364,45445731373,45445731372,"['华为（HUAWEI） 华为P20 全网通4G', ' 极光色 6GB+64GB 标配']",['2689.00']
6084863,6084863,6084863,"['飞利浦 E160 磨砂黑移动联通2G老人', ' 双卡双待']",['158.00']
13100150626,49293463636,48317004428,"['一加 OnePlus 7 一加6升级版 1+7双扬声器 骁龙855旗舰性能 全面屏拍照', ' 超清双摄 曜岩灰 8+256-套装版']",['3149.00']
11504248740,26660995455,26660995449,"['华为（HUAWEI）华为P20', '【限量赠视窗保护套】 极光色 全网通（6G+64G）']",['2678.00']
12796200194,43301044408,43301044405,"['华为 HUAWEI nova4e ', '【6期免息+送1年碎屏保】 幻夜黑 全网通6GB+128GB']",['1999.00']
10123114207,10678790028,10604361066,"['AGM X1 全网通4G 户外三防智能', ' 防水防摔超长待机4+64GB 双卡双待 黑金限量版']",['1499.00']
12995520711,46570457285,46570457284,"['华为 P30Pro 徕卡四摄 屏内指纹 全面屏', '【白条免息+蓝牙耳机+多重豪礼】 天空之境 8GB+256GB']",['6199.00']
1968281847,33683045458,33683045452,"['Apple （现货）iPhone6S ', ' 苹果6s/苹果6智能', '（美版有锁激活）移动2G联通4G iphone6sPlus深空灰 32GB美版有锁激活']",['1948.00']
100003018953,100003018953,100003018953,"['中兴/ZTE K1 兴易每 移动联通2G 老人', ' 直板按键老年', ' 学生备用功能机 红色']",['99.00']
11655770111,28410642807,28410642805,"['诺基亚（NOKIA） X6 ', ' 黑色 6GB+64GB']",['899.10']
13104737772,48392438774,48392438773,"['酷派（Coolpad）酷玩7C移动联通电信全网通4G', '全面屏双卡双待老人智能', '微信八开4+64g 冰珀蓝 4GB+64GB']",['599.00']
11806211983,31813219992,31731163017,"['360 N7 lite ', ' 银钻灰 6G+128G']",['1448.00']
11793980071,33273233673,30225898219,"['小米（MI） 小米8青春版 ', ' 深空灰 全网通 6G+128G']",['1438.00']
11385722609,25388929104,25388929104,"['BIHEE 百合月上 3310C 电信版经典老年老人', '小直板按键超长待机学生天翼百合 黄色']",['138.00']
11806211983,31813219992,31731163017,"['360 N7 lite ', ' 银钻灰 6G+128G']",['1448.00']
11793980071,33273233673,30225898219,"['小米（MI） 小米8青春版 ', ' 深空灰 全网通 6G+128G']",['1438.00']
11385722609,25388929104,25388929104,"['BIHEE 百合月上 3310C 电信版经典老年老人', '小直板按键超长待机学生天翼百合 黄色']",['138.00']
12859775519,44268657049,44268657048,"['【白条6期免息】华为Nova 4e ', ' 3200万立体美颜AI超广角三摄珍珠屏 全网通 雀翎蓝(6期免息0首付赠多重壕礼) 6G+128G']",['1999.00']
100002131962,100002131962,100002131962,"['海尔 Haier M365 富贵红 翻盖老人', ' 移动/联通 双卡双待 老年']",['199.00']
12660449413,41640382698,41640382696,"['vivo U1【限时直降100】水滴全面屏 AI智慧拍照 4GB+64GB 全网通4G', ' 极光红']",['999.00']
13025189664,48755905607,48736761714,"['魅族16xs ', ' 骑士黑 6G+64G']",['1599.00']
11582316994,27608088838,27596879815,"['小米（MI） 小米6X 全网通', ' 赤焰红 6GB+64GB']",['996.00']
11667445596,28544308590,28544308589,"['华为（HUAWEI） 华为畅享8e青春版 ', ' 金色 全网通(2G+32G)']",['578.00']
13133191607,48860923484,48860923480,"['【6期免息+蓝牙音响】OPPO Reno Z水滴屏全面屏游戏拍照', ' 全网通', ' 星辰紫 全网通(8G RAM+128G ROM)']",['2499.00']
11668220236,28554860567,28554860567,"['诺基亚（NOKIA） 新款105 功能机 老人', ' 移动联通 直板按键 学生备用 超长待机 105黑色（单卡）']",['139.00']
12972977783,46192430709,46192430708,"['OPPO A9 1600万超清双摄 4020mAh大电池全网通拍照', ' 6G+128G版 萤石紫']",['1699.00']
12087953019,34304240217,34304240217,"['华为Mate20 ', '【6期免息/下单立减/赠原装皮套+碎屏险礼包】 极光色 全网通（6+128）']",['3999.10']
11415003242,25722468894,25722468892,"['诺亚信（NOAIN） 3310 老人', ' 直板按键备用', ' 移动联通 双卡双待 大字大声老人机按键机 深蓝色']",['99.00']
12135998997,35590382501,35014028584,"['一加 6T ', ' OnePlus6T 1+6T 7天价保 ', ' 亮瓷色 全网通（8G+128G）']",['2688.00']
11569698263,29257567791,29257567791,"['华为（HUAWEI）畅享7S 全面屏双摄', ' 双卡双待 金色 公开全网通 (4GB+64GB)']",['888.00']
11652810444,28376053233,28376053231,"['华为（HUAWEI） 华为 Mate9 全网通4G商务', ' 双卡双待 智能双摄', ' 香槟金 全网通4G(6G+128GB)']",['1949.00']
11852501474,31046054574,31046054574,"['360 N7 Lite  ', ' 幻影黑 全网通 4GB+32GB']",['988.00']
12340136131,37917351391,37917351391,"['中兴（ZTE） V870 移动联通电信全网通4G 双卡双待 NFC版 移动智能', ' 丝凝灰 4GB+64GB （带NFC功能）']",['748.80']
12571684280,40584785278,40584785273,"['【部分商品三期免息】三星（SAMSUNG）Galaxy A60（SM-A6060）', ' 丹宁黑 6G+128G 全网通']",['1999.00']
12255488037,36842755623,36842755623,"['华为畅享9plus', ' 四摄全面屏大电池 幻夜黑 全网通4G（4G+128G）送原装耳机+3期免息']",['1399.00']
12599644328,43237506544,41635552496,"['小米9 骁龙855 游戏', ' 幻彩蓝 全网通(8G+128G)']",['2969.00']
12818926113,43633190313,43633190313,"['AGM X3-Turbo 满血骁龙845 户外三防智能', ' 防水防摔军工三防', ' 双卡双待 游戏', ' 8+128G']",['3799.00']
11818356164,30583848405,30583848404,"['诺基亚（NOKIA） 8110 移动联通4G 直板按键 滑盖备用老人老年功能香蕉', ' 双卡双待 黑色']",['449.00']
12930356449,45487816017,45487816015,"['多亲（QIN）QF9 AI功能电话 小爱同学 按键直板 老人', ' 电信4G全网通 超长待机 小米有品 QF9深灰色4G全网通标配']",['299.00']
12179128913,35665825182,35665825182,"['华为荣耀Magic2 ', ' 全网通双卡双待 渐变黑 全网通（ 8GB+128GB）']",['2999.00']
12853098198,44167534910,44167534909,"['vivo【镭雕定制】X27 4800万广角夜景三摄 零界全面屏拍照', ' 移动联通电信全网通4G', ' 雀羽蓝 8GB 256GB']",['3298.00']
11789534305,30160447208,30160447208,"['诺基亚（NOKIA） 8110 香蕉', ' 老人', ' 学生备用功能机 黑色 移动联通4G']",['399.00']
11797817840,33460357756,31005844515,"['华为（HUAWEI） nova3i 全面屏高清四摄游戏', ' 蓝楹紫 全网通 6GB+128GB']",['1518.00']
12908619708,45105622337,45105622331,"['华为p30pro', '【3期免息赠原装无线充+碎屏险】 亮黑色 8GB+128GB 全网通']",['5588.00']
12599644328,43237506544,41635552496,"['小米9 骁龙855 游戏', ' 幻彩蓝 全网通(8G+128G)']",['2969.00']
12818926113,43633190313,43633190313,"['AGM X3-Turbo 满血骁龙845 户外三防智能', ' 防水防摔军工三防', ' 双卡双待 游戏', ' 8+128G']",['3799.00']
11818356164,30583848405,30583848404,"['诺基亚（NOKIA） 8110 移动联通4G 直板按键 滑盖备用老人老年功能香蕉', ' 双卡双待 黑色']",['449.00']
12930356449,45487816017,45487816015,"['多亲（QIN）QF9 AI功能电话 小爱同学 按键直板 老人', ' 电信4G全网通 超长待机 小米有品 QF9深灰色4G全网通标配']",['299.00']
12179128913,35665825182,35665825182,"['华为荣耀Magic2 ', ' 全网通双卡双待 渐变黑 全网通（ 8GB+128GB）']",['2999.00']
12853098198,44167534910,44167534909,"['vivo【镭雕定制】X27 4800万广角夜景三摄 零界全面屏拍照', ' 移动联通电信全网通4G', ' 雀羽蓝 8GB 256GB']",['3298.00']
11789534305,30160447208,30160447208,"['诺基亚（NOKIA） 8110 香蕉', ' 老人', ' 学生备用功能机 黑色 移动联通4G']",['399.00']
11797817840,33460357756,31005844515,"['华为（HUAWEI） nova3i 全面屏高清四摄游戏', ' 蓝楹紫 全网通 6GB+128GB']",['1518.00']
12908619708,45105622337,45105622331,"['华为p30pro', '【3期免息赠原装无线充+碎屏险】 亮黑色 8GB+128GB 全网通']",['5588.00']
12857947060,44244982669,44244982669,"['OPPO Reno', '【已降300元+6期免息+1年碎屏险+赠彩屏手环】全景屏拍照新品', '全网通 星云紫（6G+128G）']",['2799.00']
12780005152,44196586823,44196586823,"['华为（HUAWEI）畅享9e 全网通4G智能', '6.09英寸高清珍珠屏，出彩夜拍 下单送好礼 幻夜黑 全网通（3G+64G）']",['999.00']
12552027388,40308397365,40308397365,"['捷语（GoFly）N9三防智能', '  全网通4G  老人', '  老年机  3G+32G  双卡双待 橙色']",['829.00']
12108514398,34616672162,34616672159,"['华为 HUAWEI 畅享9 plus 全面屏', '【3期免息+送1年碎屏保】 幻夜黑 全网通4GB+128G']",['1499.00']
11870198485,31356761712,31356761705,"['纽曼（Newman） L99 移动 联通 电信 老人', ' 黑色 电信版']",['109.00']
11052566588,28763634487,20677126527,"['美图（meitu） T9 ', ' 仙踪绿 全网通 6G+128G']",['1799.00']
11476924490,29063382032,26559098550,"['华为P20 ', ' 全面屏 极光色 全网通(6G+64G)']",['2679.00']
11708842008,41528108355,29043672934,"['【白条分期免息】纽曼（Newman）F9 4G老人', '移动联通电信翻盖', '学生', ' 宝石蓝全网通4G版']",['368.00']
11582474381,45468583055,45468583054,"['誉品（YEPEN） YP99全网通真4G智能老人', ' 移动联通电信4G老年', '超长待机 直板按键电霸 黑银 4G全网通']",['198.00']
12994881608,46558988036,46558988034,"['OPPO A9X 全面屏', ' 【分期免息+购机豪礼】 128G大内存 VOOC闪充 双卡双待 全网通 冰玉白 标准套餐']",['1999.00']
12117522677,38261518692,34745180410,"['白条免息 华为畅享9 Plus', ' 移动联通电信全网通4G 全面屏智能', ' 双卡双待 幻夜黑 6G+128G （送3期免息+荣耀原装耳机）']",['1799.00']
12020068772,49085528374,33306601821,"['朵唯（DOOV）V33全面屏 智能', '双卡双待移动联通电信全网通4G超长待机备用机女性学生老人机8p 全网通2GB+16GB 冰泊蓝']",['379.00']
10270307197,11687552942,11687552942,"['中兴（ZTE） A603 移动联通电信全网通4G 智能老人', ' 双卡双待 律动黑 （2GRAM+16GROM）']",['388.00']
12107965326,38334569580,34608209962,"['华为（HUAWEI） 畅享9plus', ' 四摄超清全面屏大电池 宝石蓝 全网通（6G+128G）']",['1799.00']
12269520796,37053340015,37053340011,"['华为荣耀8x max', ' 幻夜黑 骁龙636版(4GB+128GB)']",['1499.00']
12104740699,34556558951,34556558951,"['OPPO R15x 全面屏', ' 【限时特惠300】 6G+128G 屏下指纹 骁龙660 游戏', ' 星云渐变色 全网通']",['1699.00']
12380187582,39297367862,39297367861,"['【华为直供店】华为（HUAWEI） 华为畅享9 ', ' 极光紫 3G+32G']",['849.00']
12455716774,39212578296,39212578294,"['华为（HUAWEI）畅享9 ', ' 极光蓝 全网通4+64GB']",['1188.00']
10546840862,25904566028,14276090564,"['UNNO 午诺E5 全网通智能', ' 移动联通电信4G老人机 2GB+16GB 双卡双待 升级版 金色 2+16GB']",['299.00']
12598533482,40980945270,40980945270,"['华为（HUAWEI） nova2 Plus 双卡双待4G智能', ' 玫瑰金 全网通（4GB+128GB）']",['1158.00']
12111770992,34660381695,34660381693,"['华为（HUAWEI） 华为  Mate 20 X ', ' 宝石蓝 全网通(6G+128G)']",['3818.00']
10546840862,25904566028,14276090564,"['UNNO 午诺E5 全网通智能', ' 移动联通电信4G老人机 2GB+16GB 双卡双待 升级版 金色 2+16GB']",['299.00']
12598533482,40980945270,40980945270,"['华为（HUAWEI） nova2 Plus 双卡双待4G智能', ' 玫瑰金 全网通（4GB+128GB）']",['1158.00']
12111770992,34660381695,34660381693,"['华为（HUAWEI） 华为  Mate 20 X ', ' 宝石蓝 全网通(6G+128G)']",['3818.00']
11564815274,27397838807,27397838806,"['华为（HUAWEI） 荣耀10', ' GT游戏加速【荣耀直供/旗舰店原装正品】【限时直降】 幻影蓝 6G+64GB（全网通）']",['1799.00']
11525830056,26897061925,26897061923,"['ATMAN S8 三防老人', ' 军工电霸老年机 户外超长待机 移动联通 双卡双待 黑色']",['158.00']
11444243826,26720607795,26695560504,"['华为（HUAWEI）华为畅享9plus', '【6期免息可返现赠多重好礼】 幻夜黑 全网通6GB+128GB']",['1799.00']
12271833644,43203155281,37088475771,"['飞利浦（PHILIPS） E107 移动联通老人', ' 宝石蓝']",['99.00']
12813430807,43557941927,43557941923,"['小米 红米7 Redmi', ' 亮黑色 4GB+64GB全网通']",['893.00']
12361197673,38148078282,38148078282,"['中兴（ZTE） V870 全网通4G', ' 丝凝灰 全网通 4GB 64GB']",['758.00']
11575864878,31254969694,27490512883,"['酷派（Coolpad） S618电信老人机 天翼老年', '  电信版老人直板', ' 男 女 黑色']",['159.00']
12035460251,33533396590,33533396590,['OPPO K1【下单立减100低至1099+碎屏险+晒单礼】全网通 骁龙双卡双待光感屏幕手 梵星蓝 4G+64G'],['1199.00']
12145417452,38582904042,35147406405,"['OPPO K1 全面屏', ' 【限时特惠200】 骁龙660 游戏', ' 6G+64G 墨玉黑 全网通']",['1399.00']
10446328966,27469283689,13155324024,"['诺基亚（NOKIA） 3310复刻版 老人机 老人', ' 学生机 备用机 功能机 4G版/2G版 深沉黑 4G版本']",['345.10']
10458431133,13280647012,13280647012,"['诺基亚（NOKIA） 3310 移动联通2G 老年老人', '商务备用机 双卡双待 儿童学生功能', ' 深蓝']",['298.00']
12438089787,47176249705,39011888358,"['华为（HUAWEI） 畅享9 全网通4G智能', ' 双4G 老人', ' 学生备用机 极光紫 全网通（4G+128G）']",['1199.00']
12710426129,43584099348,42267394868,"['小米 Redmi 红米Note7 Pro ', ' 亮黑色 全网通 6G+128G']",['1498.00']
12070361007,34059513144,34059513144,"['小米（MI）MIX3 ', ' 黑色 全网通 (6GB+128GB)']",['2458.00']
12757081312,43558600155,43558600154,"['小米 红米Redmi 红米Note7Pro ', ' 暮光金 全网通(6G+128G)']",['1508.00']
12966645427,46925785149,46094022383,"['OPPO A9【3期免息+原装耳机】 全面屏全网通拍照美颜自拍长续航游戏', ' 萤石紫 6G+128G 礼盒版']",['1799.00']
